ID,Date,Policy Area,Name,For,Against,Abstentions,Result,GUE-NGL,S&D,Greens/EFA,REG,EPP,ECR,IDG,NI
3703,10/21/2020,Agriculture,"Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD - Draft legislative resolution : Paragraph 1, point a,amendment 1233",67,0,0,Rejected,Abstain,For,For,For,For,For,Abstain,For
3704,10/21/2020,Agriculture,"Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD - Draft legislative resolution : Paragraph 1, point a,amendment 344= 1122cp1 =",66,1,0,Adopted,For,For,For,Against,Against,Against,Against,For
3705,10/21/2020,Agriculture,"Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD - Draft legislative resolution : Paragraph 1, after a&b-e,amendment 345- 351= 1122cp2 =",66,1,0,Adopted,For,For,For,For,For,For,For,For
3706,10/21/2020,Agriculture,"Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD - Draft legislative resolution : Paragraph 1,point g,amendment 1234D",66,1,0,Rejected,For,For,For,For,For,For,For,For
3707,10/21/2020,Agriculture,"Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD - Draft legislative resolution : Paragraph 1,point g,amendment 353=1122cp3 =",67,0,0,Adopted,For,Against,For,Against,Against,For,For,For
3708,10/21/2020,Agriculture,"Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD - Draft legislative resolution : Paragraph 1,point ga,amendment 354= 1122cp4 =",67,0,0,Adopted,Against,For,For,For,For,For,For,For
3709,10/21/2020,Agriculture,"Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD - Draft legislative resolution : Paragraph 1,point h,amendment 1235D",66,1,0,Rejected,For,For,Against,For,For,For,For,For
3710,10/21/2020,Agriculture,"Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD - Draft legislative resolution : Paragraph 1,point h,amendment 355- 357= 1122cp5 =",1,66,0,Adopted,For,For,For,For,For,For,For,For
3711,10/21/2020,Agriculture,"Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD - Draft legislative resolution : Paragraph 1, point ia,amendment 358- 366= 1122cp6 =",1,65,0,Adopted,For,For,For,For,For,For,For,For
3712,10/21/2020,Agriculture,"Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD - Draft legislative resolution : Paragraph 6,amendment 1236",66,1,0,Rejected,For,For,For,For,For,For,For,For
3713,10/21/2020,Agriculture,"Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD - Draft legislative resolution : Paragraph 4,amendment 377",0,67,0,Adopted,For,For,For,For,For,For,For,For
3714,10/21/2020,Agriculture,"Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD - Draft legislative resolution : After paragraph 4,amendment 1238",66,0,1,Rejected,For,For,For,For,For,For,For,For
3715,10/21/2020,Agriculture,"Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD - Draft legislative resolution : After paragraph 4,amendment 822cp2",67,0,0,Rejected,For,For,For,For,Against,For,For,For
3716,10/21/2020,Agriculture,"Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD - Draft legislative resolution : Paragraph 1, point d/1",67,0,0,Adopted,Against,For,For,For,For,For,For,For
3717,10/21/2020,Agriculture,"Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD - Draft legislative resolution : Paragraph 1, point d/2",3,64,0,Adopted,For,For,Against,For,For,For,Against,Against
3718,10/21/2020,Agriculture,"Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD - Draft legislative resolution : Paragraph 1, point c,amendment 823=1239=",67,0,0,Rejected,For,For,Against,For,For,For,For,Against
3719,10/21/2020,Agriculture,"Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD - Draft legislative resolution : Paragraph 1, point c,amendment 380",67,0,0,Adopted,For,For,For,For,For,For,Against,For
3720,10/21/2020,Agriculture,"Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD - Draft legislative resolution : Paragraph 1,point e,amendment 1240",67,0,0,Rejected,For,For,For,Against,For,For,Abstain,For
3721,10/21/2020,Agriculture,"Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD - Draft legislative resolution : Paragraph 1,point e/1",66,1,0,Adopted,Against,For,For,For,For,For,Against,For
3722,10/21/2020,Agriculture,"Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD - Draft legislative resolution : Paragraph 1,point e/2",2,65,0,Adopted,For,Against,For,Against,Against,Against,Against,For
3723,10/21/2020,Agriculture,"Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD - Draft legislative resolution : Paragraph 1, after point f,amendment 1241",67,0,0,Adopted,For,For,Against,For,For,For,Against,Against
3724,10/21/2020,Agriculture,"Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD - Draft legislative resolution : Paragraph 1,amendment 1052",0,67,0,Rejected,For,For,For,Against,Against,Against,Against,For
3725,10/21/2020,Agriculture,"Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD - Draft legislative resolution : Paragraph 1,amendment 383",67,0,0,Adopted,For,For,For,For,Against,Against,Against,For
3726,10/21/2020,Agriculture,"Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD - Draft legislative resolution : After art 58,amendment 824= 1242=/1",67,0,0,Adopted,For,For,For,For,Against,Against,Against,For
3727,10/21/2020,Agriculture,"Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD - Draft legislative resolution : After art 58,amendment 824= 1242=/2",67,0,0,Rejected,For,For,For,Against,Against,Against,Against,For
3728,10/21/2020,Agriculture,"Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD - Draft legislative resolution : After art 58,amendment 824= 1242=/3",67,0,0,Rejected,For,For,For,Against,Against,Against,Against,For
3729,10/21/2020,Agriculture,"Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD - Draft legislative resolution : After art 58,amendment 824= 1242=/4",67,0,0,Rejected,For,For,For,Against,Against,Against,For,For
3730,10/21/2020,Agriculture,"Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD - Draft legislative resolution : Art 59,amendment 825",67,0,0,Rejected,For,For,For,For,For,Against,Against,For
3731,10/21/2020,Agriculture,"Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD - Draft legislative resolution : Art 59,amendment 393",67,0,0,Adopted,For,For,For,For,Against,Against,Against,For
3732,10/21/2020,Agriculture,"Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD - Draft legislative resolution : Art 60,amendment 400-427",1,66,0,Adopted,For,Against,For,Against,Against,Against,Against,For
3733,10/21/2020,Agriculture,"Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD - Draft legislative resolution : Art 60,amendment 826/1",67,0,0,Adopted,Against,Against,Against,For,Against,Against,For,Against
3734,10/21/2020,Agriculture,"Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD - Draft legislative resolution : Art 60,amendment 826/2",67,0,0,Rejected,For,Against,For,For,For,For,For,Against
3735,10/21/2020,Agriculture,"Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD - Draft legislative resolution : Art 60,amendment 1053- 1056",0,67,0,Rejected,For,For,For,For,For,For,Against,For
3736,10/21/2020,Agriculture,"Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD - Draft legislative resolution : Art 64,amendment 1123cp1",0,67,0,Rejected,Against,Against,Against,Against,For,Against,Abstain,Against
3737,10/21/2020,Agriculture,"Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD - Draft legislative resolution : Art 64,amendment 431-434",0,67,0,Adopted,Against,Against,Against,For,For,Abstain,Against,Against
3738,10/21/2020,Agriculture,"Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD - Draft legislative resolution : Art 64,amendment 435= 1123cp2 = 1165cp2 =",0,67,0,Adopted,Against,For,Against,For,For,Abstain,Against,Against
3739,10/21/2020,Agriculture,"Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD - Draft legislative resolution : Title,amendment 932",0,67,0,Rejected,Against,Against,Against,For,For,Against,Against,Against
3740,10/21/2020,Agriculture,"Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD - Draft legislative resolution : Paragraph 1,amendment 448= 1166cp1 =",67,0,0,Adopted,Against,For,For,For,For,Against,Against,For
3741,10/21/2020,Agriculture,"Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD - Draft legislative resolution : Paragraph 1,amendment 933",1,66,0,Rejected,For,For,For,For,Against,Against,Against,For
3742,10/21/2020,Agriculture,"Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD - Draft legislative resolution : Paragraph 2 and 2a,amendment 449- 450= 1166cp2 =",65,2,0,Adopted,For,For,For,Against,Against,Against,Against,For
3743,10/21/2020,Agriculture,"Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD - Draft legislative resolution : Paragraph 2 and 2a,amendment 1059",0,67,0,Rejected,Against,Against,Against,For,For,For,Against,Against
3744,10/21/2020,Agriculture,"Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD - Draft legislative resolution : Paragraph 3,amendment 934",0,67,0,Rejected,For,For,For,For,For,Against,For,For
3745,10/21/2020,Agriculture,"Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD - Draft legislative resolution : Paragraph 4,amendment 935",0,67,0,Rejected,Against,For,Against,For,For,Against,For,Against
3746,10/21/2020,Agriculture,"Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD - Draft legislative resolution : Paragraph 4,amendment 1166cp3",0,67,0,Adopted,For,For,Against,Against,For,Against,For,Against
3747,10/21/2020,Agriculture,"Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD - Draft legislative resolution : Paragraph 1,amendment 936",67,0,0,Rejected,For,Against,For,Against,Against,Against,For,For
3748,10/21/2020,Agriculture,"Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD - Draft legislative resolution : Paragraph 1,amendment 1124/1",0,67,0,Adopted,Against,Against,Against,Against,For,For,For,Against
3749,10/21/2020,Agriculture,"Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD - Draft legislative resolution : Paragraph 1,amendment 1124/2",0,67,0,Adopted,Against,Against,Against,Against,Against,For,For,Against
3750,10/21/2020,Agriculture,"Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD - Draft legislative resolution : Paragraph 1,amendment 1124/3",0,67,0,Adopted,Against,Against,Against,Against,Against,For,For,Against
3751,10/21/2020,Agriculture,"Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD - Draft legislative resolution : Art 68a,amendment 475",0,67,0,Adopted,Against,Against,Against,Against,For,For,For,Against
3752,10/21/2020,Agriculture,"Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD - Draft legislative resolution : Art 68a,amendment 1264",67,0,0,Rejected,For,Against,Against,For,For,Against,For,Against
3753,10/21/2020,Agriculture,"Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD - Draft legislative resolution : Art 68a,amendment 476",0,67,0,Rejected,For,For,For,Against,Against,Against,For,For
3754,10/21/2020,Agriculture,"Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD - Draft legislative resolution : Art 68a,amendment 1168",0,67,0,Adopted,For,For,For,Against,Against,Against,Against,For
3755,10/21/2020,Agriculture,"Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD - Draft legislative resolution : Art 68a,amendment 1265",67,0,0,Rejected,Against,Against,Against,Against,Against,For,For,Against
3756,10/21/2020,Agriculture,"Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD - Draft legislative resolution : Art 68a,amendment 747",1,5,61,Rejected,For,Against,Abstain,Against,Against,Against,Abstain,Abstain
3757,10/21/2020,Agriculture,"Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD - Draft legislative resolution : Art 69,amendment 1108",0,67,0,Rejected,For,For,For,For,For,For,For,For
3758,10/21/2020,Agriculture,"Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD - Draft legislative resolution : Art 69,amendment 477-485",67,0,0,Adopted,Against,Against,Against,Against,Against,For,For,Against
3759,10/21/2020,Agriculture,"Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD - Draft legislative resolution : Art 69,amendment 943",67,0,0,Rejected,Against,Against,Against,Against,Against,Abstain,For,Against
3760,10/21/2020,Agriculture,"Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD - Draft legislative resolution : Art 69,amendment 944",67,0,0,Rejected,For,For,For,For,For,Against,Against,For
3761,10/21/2020,Agriculture,"Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD - Draft legislative resolution : Art 69,amendment 945",67,0,0,Rejected,For,For,Against,For,For,Against,For,Against
3762,10/21/2020,Agriculture,"Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD - Draft legislative resolution : Art 69,amendment 946",67,0,0,Rejected,For,For,For,Against,Against,Against,Abstain,For
3763,10/21/2020,Agriculture,"Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD - Draft legislative resolution : Paragraph 1,amendment 486= 1152cp1 = 1063=",1,66,0,Adopted,For,For,For,Against,Against,Against,Against,For
3764,10/21/2020,Agriculture,"Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD - Draft legislative resolution : Paragraph 2,amendment 487",0,67,0,Adopted,For,For,For,Against,Against,Against,Abstain,For
3765,10/21/2020,Agriculture,"Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD - Draft legislative resolution : Paragraph 3, point (a),amendment 947D= 1268D=",67,0,0,Rejected,For,For,For,Against,For,Against,For,For
3766,10/21/2020,Agriculture,"Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD - Draft legislative resolution : Paragraph 3, point (a),amendment 488= 1065= 1152cp3 =/1",63,2,2,Adopted,For,For,For,For,For,Against,Against,For
3767,10/21/2020,Agriculture,"Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD - Draft legislative resolution : Paragraph 3, point (a),amendment 488= 1065= 1152cp3 =/2",63,2,2,Adopted,For,For,For,Against,Against,Against,For,For
3768,10/21/2020,Agriculture,"Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD - Draft legislative resolution : Paragraph 3, point (aa),amendment 1066",0,67,0,Rejected,Against,Against,Against,Against,Against,For,For,Against
3769,10/21/2020,Agriculture,"Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD - Draft legislative resolution : Paragraph 3, point (b),amendment 489= 1067= 1152cp4 =/1",65,0,2,Adopted,For,For,For,For,For,Against,Against,For
3770,10/21/2020,Agriculture,"Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD - Draft legislative resolution : Paragraph 3, point (b),amendment 489= 1067= 1152cp4 =/2",65,0,2,Adopted,For,For,For,For,Against,Against,Against,For
3771,10/21/2020,Agriculture,"Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD - Draft legislative resolution : Paragraph 3, point (b),amendment 948= 1270=",67,0,0,Adopted,For,For,For,For,For,Against,For,For
3772,10/21/2020,Agriculture,"Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD - Draft legislative resolution : Paragraph 3, point (ba),amendment 490= 1068= 1152cp5 =",0,67,0,Adopted,For,For,For,For,For,Against,Abstain,For
3773,10/21/2020,Agriculture,"Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD - Draft legislative resolution : After paragraph 3,amendment 491",67,0,0,Adopted,For,Against,Against,Against,For,For,For,Against
3774,10/21/2020,Agriculture,"Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD - Draft legislative resolution : After paragraph 3,amendment 1069",0,67,0,Rejected,Against,Against,Against,Against,Against,For,For,Against
3775,10/21/2020,Agriculture,"Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD - Draft legislative resolution : After paragraph 3,amendment 1152cp6",0,67,0,Adopted,Against,Against,Against,Against,Against,Abstain,For,Against
3776,10/21/2020,Agriculture,"Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD - Draft legislative resolution : Paragraph 4,point a,amendment 1070",0,67,0,Rejected,For,For,For,Against,Against,Against,Against,For
3777,10/21/2020,Agriculture,"Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD - Draft legislative resolution : Paragraph 4,point a,amendment 492= 1152cp7 =",0,67,0,Adopted,For,For,For,For,Against,Against,Against,For
3778,10/21/2020,Agriculture,"Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD - Draft legislative resolution : Paragraph 4,point a,amendment 1271",67,0,0,Rejected,For,For,For,For,For,For,For,For
3779,10/21/2020,Agriculture,"Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD - Draft legislative resolution : Paragraph 4,point b,amendment 493= 1071= 1152cp8 = 1272=",65,1,1,Adopted,Against,Against,Against,Against,Against,Abstain,For,Against
3780,10/21/2020,Agriculture,"Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD - Draft legislative resolution : Paragraph 4,point c,amendment 1072",0,67,0,Rejected,For,Against,Against,For,For,For,For,Against
3781,10/21/2020,Agriculture,"Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD - Draft legislative resolution : After paragraph 4,amendment 1273",67,0,0,Rejected,For,For,For,Against,Against,Against,Against,For
3782,10/21/2020,Agriculture,"Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD - Draft legislative resolution : Paragraph 5,amendment 1073",0,67,0,Rejected,For,Against,Against,Against,For,For,For,Against
3783,10/21/2020,Agriculture,"Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD - Draft legislative resolution : Paragraph 5,amendment 1152cp9",0,67,0,Adopted,For,For,For,Against,Against,Against,Against,For
3784,10/21/2020,Agriculture,"Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD - Draft legislative resolution : Paragraph 5,amendment 1274",67,0,0,Rejected,For,For,For,For,For,For,For,For
3785,10/21/2020,Agriculture,"Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD - Draft legislative resolution : Paragraph 6,amendment 494= 1074= 1152cp 10=",0,67,0,Adopted,For,Abstain,For,For,For,Against,Against,For
3786,10/21/2020,Agriculture,"Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD - Draft legislative resolution : Paragraph 6,amendment 1275",67,0,0,Rejected,For,For,For,For,For,Against,Against,For
3787,10/21/2020,Agriculture,"Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD - Draft legislative resolution : Paragraph 7,amendment 1152cp 11= 1276=",67,0,0,Adopted,Against,For,For,For,For,Against,For,For
3788,10/21/2020,Agriculture,"Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD - Draft legislative resolution : Paragraph 7,amendment 1075",0,67,0,Rejected,For,For,Against,For,For,Against,For,Against
3789,10/21/2020,Agriculture,"Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD - Draft legislative resolution : After paragraph 7,amendment 495= 1076= 1152cp 12=",0,67,0,Adopted,For,For,For,Against,For,Against,Against,For
3790,10/21/2020,Agriculture,"Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD - Draft legislative resolution : Art 70a,amendment 748= 749=",1,4,62,Rejected,For,For,For,For,Against,Against,Against,For
3791,10/21/2020,Agriculture,"Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD - Draft legislative resolution : Paragraph 1,amendment 496",67,0,0,Adopted,For,For,Against,For,Against,Against,Against,Against
3792,10/21/2020,Agriculture,"Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD - Draft legislative resolution : Paragraph 2-4,amendment 497- 500= 1170cp2",67,0,0,Adopted,For,For,For,Against,For,Against,For,For
3793,10/21/2020,Agriculture,"Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD - Draft legislative resolution : Paragraph 7,amendment 1170cp3",67,0,0,Adopted,For,For,For,For,For,For,Against,For
3794,10/21/2020,Agriculture,"Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD - Draft legislative resolution : Paragraph 8,amendment 830cp1",67,0,0,Adopted,For,For,For,Against,Against,Against,Against,For
3795,10/21/2020,Agriculture,"Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD - Draft legislative resolution : After paragraph 8,amendment 1170cp4",67,0,0,Adopted,Against,Against,Against,Against,Against,Against,For,Against
3796,10/21/2020,Agriculture,"Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD - Draft legislative resolution : After paragraph 8,amendment 830cp2",67,0,0,Adopted,For,For,For,For,For,Against,Against,For
3797,10/21/2020,Agriculture,"Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD - Draft legislative resolution : Art 72,amendment 505-511",66,0,0,Adopted,Against,Against,Against,Against,Against,For,Against,Against
3798,10/21/2020,Agriculture,"Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD - Draft legislative resolution : Art 72,amendment 512",66,1,0,Adopted,For,Against,For,Against,Against,For,Against,For
3799,10/21/2020,Agriculture,"Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD - Draft legislative resolution : Paragraph 1,subparagraph 1a,amendment 831",67,0,0,Rejected,Against,Against,Against,Against,Against,Against,Against,Against
3800,10/21/2020,Agriculture,"Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD - Draft legislative resolution : Paragraph 5,amendment 1173",0,67,0,Adopted,For,For,For,For,Against,Against,Against,For
3801,10/21/2020,Agriculture,"Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD - Draft legislative resolution : Art 76,amendment 1109",0,67,0,Rejected,For,For,For,Against,Against,Abstain,Against,For
3802,10/21/2020,Agriculture,"Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD - Draft legislative resolution : Title,amendment 1077= 1277=",66,0,1,Rejected,Against,Against,Against,Against,Against,Against,For,Against
3803,10/21/2020,Agriculture,"Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD - Draft legislative resolution : Title,amendment 521",67,0,0,Adopted,For,For,For,For,For,Against,Against,For
3804,10/21/2020,Agriculture,"Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD - Draft legislative resolution : Paragraph 2,point a,amendment 1078",0,67,0,Rejected,For,For,For,Against,Against,Against,Against,For
3805,10/21/2020,Agriculture,"Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD - Draft legislative resolution : Paragraph 2,point a,amendment 1278",67,0,0,Rejected,For,For,For,Against,For,Against,Against,For
3806,10/21/2020,Agriculture,"Common agricultural policy - support for strategic plans to be drawn up by Member States and financed by the EAGF and by the EAFRD - Draft legislative resolution : Art 84a,amendment 1279",67,0,0,Rejected,For,For,For,For,Against,Against,Against,For
4170,10/21/2020,Foreign & security policy,"Recommendation to the Council, the Commission and the VPC/HR on relations with Belarus - Draft recommendation : vote: resolution (as a whole)",67,1,1,Adopted,Against,Against,Against,For,Against,Against,Against,Against
4223,10/21/2020,Foreign & security policy,"Recommendation to the VPC/HR and to the Council in preparation of the 2020 Non-Proliferation of Nuclear Weapons Treaty (NPT) review process, nuclear arms control and nuclear disarmament options - Draft recommendation : vote: resolution (as a whole)",69,0,0,Adopted,For,For,For,For,Against,Against,Against,For
4224,10/21/2020,Culture & education,The future of European education in the context of Covid-19 - Motion for resolution : Paragraph 1/1,69,0,0,Adopted,For,For,For,Against,Against,Against,Against,For
4225,10/21/2020,Culture & education,The future of European education in the context of Covid-19 - Motion for resolution : Paragraph 1/2,1,0,68,Adopted,For,For,For,For,For,For,Against,For
4226,10/21/2020,Culture & education,"The future of European education in the context of Covid-19 - Motion for resolution : After paragraph 1,amendment 2",0,68,1,Rejected,Against,For,Against,For,For,For,Against,Against
4227,10/21/2020,Culture & education,"The future of European education in the context of Covid-19 - Motion for resolution : Paragraph 14,amendment 1",0,68,1,Rejected,For,For,For,For,Against,Against,Against,For
4228,10/21/2020,Culture & education,The future of European education in the context of Covid-19 - Motion for resolution : Paragraph 14/1,68,1,0,Adopted,For,For,For,For,Against,Against,For,For
4229,10/21/2020,Culture & education,The future of European education in the context of Covid-19 - Motion for resolution : Paragraph 14/2,69,0,0,Adopted,For,For,For,For,Against,Against,Against,For
4230,10/21/2020,Culture & education,The future of European education in the context of Covid-19 - Motion for resolution : Recital F/1,69,0,0,Adopted,For,Against,For,Against,Against,Against,Abstain,For
4231,10/21/2020,Culture & education,The future of European education in the context of Covid-19 - Motion for resolution : Recital F/2,69,0,0,Adopted,Against,For,Against,For,For,For,For,Against
4232,10/21/2020,Culture & education,The future of European education in the context of Covid-19 - Motion for resolution : vote: resolution (as a whole),67,0,0,Adopted,Against,For,Against,For,For,For,For,Against
4233,10/21/2020,"Civil liberties, justice & home affairs",Obligations of the Commission in the field of visa reciprocity in accordance with Article 7 of Regulation (EU) 2018/1806 - Motion for resolution : vote: resolution (as a whole),67,0,0,Adopted,Against,For,Against,Against,For,For,For,For
4314,10/21/2020,Employment & social affairs,"Economic policies of the euro area 2020 - Motion for resolution : After paragraph 6,amendment 2",0,69,0,Rejected,Against,For,Against,Against,For,For,For,For
4315,10/21/2020,Employment & social affairs,Economic policies of the euro area 2020 - Motion for resolution : Paragraph 7/1,69,0,0,Adopted,For,For,For,For,For,For,For,For
4316,10/21/2020,Employment & social affairs,Economic policies of the euro area 2020 - Motion for resolution : Paragraph 7/2,69,0,0,Adopted,Against,For,Against,Against,For,For,For,For
4317,10/21/2020,Employment & social affairs,Economic policies of the euro area 2020 - Motion for resolution : Paragraph 7/3,69,0,0,Adopted,Against,For,Against,Against,For,For,For,For
